lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-NDARRC982ZE9_acq-HCP_T1w	981.0	964.0	938.0	1180.0	436.0	1725.0	884.0	989.0	419.0	225.0	1639.0	911.0	285.0	770.0	3613.0	5087.0	491.0	531.0	1274.0	1147.0	1310.0	2160.0	781.0	1779.0	2154.0	2226.0	2135.0	1447.0	1982.0	2166.0	619.0	445.0	290.0	1544.0	387.0	971.0	1675.0	1972.0	233.0	248.0	724.0	1158.0	1148.0	1530.0	2125.0	783.0	320.0	1159.0	1149.0	643.0	420.0	1783.0	1178.0	2203.0	621.0	2414.0	438.0	1082.0	511.0	745.0	1664.0	308.0	401.0	1185.0	1980.0	899.0	2449.0	1328.0	889.0	699.0	873.0	1161.0	4704.0	233.0	91918.2	1260829.0	1436338.824489
sub-NDARRL379BET_acq-HCP_T1w	810.0	866.0	902.0	953.0	412.0	1180.0	720.0	771.0	377.0	184.0	1262.0	828.0	410.0	646.0	3355.0	4006.0	411.0	420.0	1324.0	786.0	1174.0	2036.0	1018.0	1544.0	1897.0	2097.0	1703.0	1297.0	1593.0	1871.0	524.0	342.0	424.0	1496.0	436.0	686.0	1418.0	1652.0	220.0	219.0	709.0	1341.0	966.0	1505.0	2056.0	562.0	333.0	866.0	1242.0	754.0	334.0	1576.0	1187.0	2072.0	333.0	2326.0	551.0	729.0	466.0	743.0	1570.0	213.0	389.0	852.0	1440.0	781.0	2075.0	983.0	992.0	601.0	751.0	831.0	4083.0	226.0	80713.2	1130988.0	1431314.521684
sub-NDARRY768ZH3_acq-HCP_T1w	943.0	1085.0	1221.0	1183.0	557.0	1393.0	692.0	857.0	372.0	208.0	1698.0	974.0	260.0	693.0	3405.0	4574.0	418.0	443.0	1380.0	1332.0	1472.0	2452.0	1043.0	1623.0	2349.0	2346.0	2269.0	1489.0	1747.0	2008.0	599.0	472.0	272.0	1309.0	551.0	801.0	2010.0	2063.0	187.0	196.0	759.0	1448.0	1272.0	1992.0	2337.0	824.0	317.0	929.0	1161.0	1088.0	450.0	1615.0	1142.0	1989.0	417.0	2741.0	751.0	1428.0	586.0	636.0	1452.0	292.0	441.0	1124.0	1579.0	654.0	2343.0	1222.0	971.0	375.0	772.0	1435.0	4714.0	283.0	92485.6	1288687.0	1556143.25982
sub-NDARTC227AXA_acq-HCP_T1w	1227.0	1229.0	1313.0	1190.0	555.0	1993.0	1080.0	1090.0	484.0	243.0	1552.0	1033.0	390.0	958.0	4511.0	6531.0	510.0	713.0	1907.0	1194.0	1463.0	2249.0	996.0	2190.0	2110.0	2632.0	2808.0	1666.0	2176.0	2602.0	711.0	518.0	327.0	1729.0	514.0	1374.0	1964.0	1674.0	198.0	338.0	993.0	1745.0	1287.0	2524.0	2363.0	938.0	451.0	1136.0	1448.0	812.0	537.0	2143.0	1689.0	2838.0	821.0	2917.0	1128.0	1150.0	427.0	804.0	1621.0	377.0	448.0	1249.0	1688.0	1126.0	2715.0	1585.0	1054.0	565.0	1010.0	1207.0	4390.0	240.0	107370.0	1375703.0	1721723.379463
sub-NDARTE159EC4_acq-HCP_T1w	795.0	1348.0	1110.0	1181.0	550.0	1489.0	974.0	1016.0	475.0	242.0	1331.0	847.0	304.0	697.0	3526.0	5577.0	508.0	566.0	1506.0	1133.0	1246.0	2331.0	1127.0	1757.0	2171.0	2343.0	2061.0	2058.0	1877.0	2081.0	586.0	359.0	364.0	1297.0	532.0	696.0	2005.0	2137.0	203.0	196.0	756.0	1470.0	1215.0	1976.0	2554.0	831.0	497.0	1018.0	1261.0	687.0	478.0	1494.0	1067.0	2338.0	434.0	2180.0	769.0	1032.0	577.0	718.0	1663.0	414.0	342.0	1016.0	1358.0	903.0	2548.0	1514.0	989.0	498.0	842.0	1309.0	4426.0	312.0	94089.8	1249452.0	1713308.457576
sub-NDARTR464DCR_acq-HCP_T1w	779.0	952.0	1155.0	1040.0	654.0	922.0	577.0	636.0	390.0	223.0	1242.0	1186.0	350.0	828.0	2035.0	3129.0	387.0	479.0	1162.0	925.0	948.0	1365.0	771.0	1562.0	1220.0	1790.0	1672.0	1492.0	1439.0	1592.0	588.0	356.0	394.0	1225.0	350.0	646.0	1181.0	1780.0	157.0	320.0	744.0	1093.0	876.0	1431.0	2196.0	574.0	367.0	851.0	1134.0	746.0	245.0	1338.0	612.0	1152.0	89.0	1370.0	378.0	411.0	561.0	470.0	1061.0	157.0	259.0	742.0	1263.0	778.0	1745.0	1374.0	699.0	271.0	568.0	627.0	3327.0	449.0	69857.4	1018254.0	1399793.137035
sub-NDARUC771VM5_acq-HCP_T1w	794.0	1145.0	1233.0	1085.0	646.0	1830.0	1147.0	1119.0	540.0	259.0	1796.0	1020.0	296.0	855.0	3511.0	5301.0	465.0	498.0	1950.0	1205.0	1299.0	2519.0	888.0	1787.0	1887.0	2513.0	2279.0	1787.0	2033.0	2051.0	667.0	510.0	487.0	1446.0	571.0	743.0	1807.0	2193.0	233.0	365.0	837.0	1600.0	1330.0	2251.0	2510.0	779.0	354.0	1156.0	1273.0	761.0	292.0	1741.0	1090.0	2668.0	253.0	2186.0	995.0	1231.0	732.0	716.0	1389.0	192.0	457.0	862.0	1768.0	849.0	2190.0	1116.0	1244.0	686.0	883.0	1054.0	4854.0	344.0	97407.5	1245515.0	1677455.185013
sub-NDARUF230BYM_acq-HCP_T1w	463.0	883.0	996.0	1121.0	352.0	1024.0	533.0	770.0	423.0	224.0	735.0	968.0	238.0	757.0	1670.0	3927.0	557.0	580.0	1227.0	524.0	1346.0	1033.0	1084.0	1060.0	1280.0	1493.0	1398.0	1509.0	1760.0	1544.0	745.0	444.0	325.0	1577.0	692.0	670.0	983.0	1446.0	227.0	92.0	874.0	1005.0	995.0	1186.0	1212.0	512.0	495.0	901.0	1106.0	685.0	195.0	780.0	692.0	1264.0	39.0	1121.0	429.0	612.0	308.0	389.0	1022.0	199.0	440.0	429.0	808.0	692.0	1194.0	496.0	866.0	214.0	576.0	579.0	3034.0	181.0	64210.9	1002634.0	1738727.626477
sub-NDARVC673HFA_acq-HCP_T1w	1109.0	934.0	964.0	1095.0	837.0	1509.0	961.0	918.0	409.0	178.0	1301.0	957.0	323.0	747.0	3402.0	4675.0	529.0	474.0	1158.0	935.0	995.0	2192.0	1155.0	1705.0	1869.0	2012.0	2319.0	1457.0	1999.0	2118.0	713.0	460.0	425.0	1296.0	500.0	669.0	1948.0	1878.0	243.0	311.0	781.0	1095.0	1026.0	1749.0	2281.0	775.0	351.0	928.0	1255.0	906.0	379.0	1688.0	1372.0	2197.0	183.0	2751.0	585.0	1020.0	504.0	717.0	1335.0	212.0	458.0	1115.0	1194.0	973.0	2457.0	1475.0	721.0	333.0	920.0	1118.0	4330.0	242.0	89109.2	1203768.0	1474523.887531
sub-NDARVG777EUZ_acq-HCP_T1w	1028.0	1451.0	993.0	971.0	664.0	1680.0	793.0	985.0	331.0	186.0	1310.0	951.0	253.0	779.0	3102.0	5006.0	471.0	502.0	1701.0	966.0	1688.0	2249.0	709.0	1828.0	2548.0	1914.0	2382.0	1519.0	1860.0	2246.0	745.0	578.0	309.0	1387.0	641.0	713.0	1979.0	2355.0	239.0	300.0	764.0	1665.0	1053.0	1732.0	2208.0	778.0	378.0	971.0	1171.0	534.0	407.0	1758.0	1072.0	1961.0	165.0	2243.0	834.0	891.0	788.0	779.0	1566.0	307.0	536.0	1125.0	1735.0	887.0	2248.0	1289.0	1067.0	524.0	753.0	1713.0	4614.0	269.0	93097.7	1273679.0	1598394.511751
sub-NDARVL190JA8_acq-HCP_T1w	1066.0	1358.0	1224.0	1217.0	562.0	1973.0	1110.0	1154.0	583.0	265.0	2004.0	743.0	354.0	1034.0	4238.0	4724.0	474.0	549.0	1957.0	1151.0	1206.0	2837.0	937.0	2111.0	1980.0	2311.0	1893.0	1767.0	1976.0	2050.0	878.0	588.0	420.0	1644.0	670.0	1080.0	2188.0	1979.0	333.0	275.0	921.0	1804.0	1182.0	2592.0	2546.0	911.0	430.0	1125.0	1391.0	925.0	412.0	1960.0	1251.0	3076.0	500.0	2254.0	959.0	1087.0	566.0	728.0	1664.0	224.0	754.0	1196.0	2040.0	1200.0	1933.0	1292.0	1425.0	454.0	827.0	1513.0	5033.0	440.0	103479.0	1340105.0	1640653.769431
sub-NDARWP817CVB_acq-HCP_T1w	1229.0	1261.0	1273.0	1355.0	756.0	2065.0	1068.0	1158.0	466.0	286.0	1896.0	1291.0	394.0	838.0	4141.0	5751.0	499.0	576.0	2008.0	1037.0	1720.0	2304.0	907.0	2221.0	1997.0	2394.0	1973.0	1755.0	1961.0	2224.0	688.0	644.0	407.0	1518.0	692.0	1022.0	2395.0	2343.0	202.0	237.0	919.0	1428.0	1375.0	1948.0	2511.0	1166.0	578.0	1017.0	1531.0	884.0	492.0	1974.0	1600.0	2561.0	152.0	2309.0	1337.0	840.0	721.0	1104.0	1814.0	438.0	585.0	1475.0	2160.0	970.0	2610.0	1362.0	1351.0	656.0	809.0	1717.0	4941.0	277.0	106562.0	1344079.0	1693736.625563
sub-NDARWT694TXM_acq-HCP_T1w	383.0	681.0	1140.0	786.0	354.0	792.0	508.0	775.0	402.0	60.0	336.0	997.0	95.0	730.0	1227.0	3478.0	531.0	467.0	709.0	428.0	682.0	897.0	783.0	900.0	898.0	1247.0	1218.0	1079.0	1328.0	807.0	569.0	516.0	282.0	917.0	406.0	464.0	906.0	1067.0	102.0	158.0	589.0	815.0	597.0	642.0	1152.0	533.0	225.0	805.0	856.0	361.0	109.0	671.0	271.0	1213.0	0.0	837.0	283.0	294.0	158.0	484.0	1337.0	65.0	274.0	486.0	508.0	273.0	949.0	506.0	522.0	196.0	350.0	456.0	2068.0	202.0	49193.0	797987.0	1408342.224346
sub-NDARWU018VDB_acq-HCP_T1w	737.0	1303.0	952.0	962.0	578.0	1480.0	806.0	982.0	492.0	163.0	1384.0	709.0	276.0	651.0	2615.0	4587.0	444.0	529.0	1690.0	956.0	1537.0	2030.0	1028.0	1673.0	2034.0	2091.0	2224.0	1580.0	1832.0	2033.0	605.0	715.0	277.0	1433.0	525.0	552.0	1961.0	1960.0	228.0	178.0	649.0	1353.0	1215.0	1577.0	2345.0	825.0	272.0	744.0	1188.0	685.0	379.0	1187.0	911.0	1706.0	140.0	1755.0	615.0	967.0	535.0	680.0	1389.0	163.0	391.0	771.0	1521.0	887.0	1879.0	1156.0	667.0	452.0	1025.0	1377.0	4325.0	94.0	84615.4	1224420.0	1772564.855861
sub-NDARXB250PAC_acq-HCP_T1w	988.0	1205.0	1110.0	1549.0	579.0	1659.0	960.0	1093.0	579.0	251.0	1419.0	1197.0	437.0	807.0	3896.0	5146.0	524.0	577.0	1602.0	881.0	1139.0	1927.0	1042.0	1713.0	2513.0	2975.0	2406.0	1832.0	2297.0	2459.0	772.0	654.0	444.0	1527.0	511.0	951.0	2367.0	2236.0	191.0	199.0	836.0	1397.0	1133.0	1529.0	2774.0	960.0	474.0	882.0	1313.0	595.0	378.0	2284.0	1031.0	2250.0	175.0	2390.0	885.0	1047.0	648.0	982.0	1674.0	342.0	468.0	945.0	1297.0	1169.0	2186.0	1339.0	1453.0	579.0	963.0	1696.0	5268.0	401.0	100356.0	1340722.0	1670041.370772
sub-NDARXK009VGV_acq-HCP_T1w	595.0	768.0	994.0	1095.0	359.0	1124.0	721.0	826.0	462.0	237.0	979.0	890.0	256.0	891.0	3675.0	3957.0	470.0	603.0	1352.0	942.0	1216.0	1485.0	871.0	1461.0	1841.0	2110.0	1387.0	1969.0	2032.0	1675.0	485.0	406.0	574.0	1305.0	321.0	660.0	1286.0	1539.0	217.0	211.0	810.0	1062.0	708.0	1128.0	1772.0	712.0	330.0	878.0	1065.0	669.0	217.0	1695.0	787.0	1569.0	148.0	1584.0	624.0	1118.0	381.0	676.0	1267.0	177.0	380.0	592.0	1240.0	836.0	1617.0	1027.0	954.0	324.0	658.0	577.0	3631.0	344.0	75799.0	960210.0	1406717.853812
sub-NDARXK986EK6_acq-HCP_T1w	1031.0	1424.0	1205.0	1249.0	618.0	1538.0	1016.0	1014.0	522.0	257.0	1527.0	1397.0	264.0	975.0	4313.0	6181.0	591.0	561.0	1736.0	1059.0	1729.0	2019.0	1148.0	2022.0	2075.0	3004.0	1826.0	1662.0	1926.0	2192.0	631.0	625.0	303.0	1451.0	886.0	764.0	2218.0	2337.0	241.0	168.0	834.0	1277.0	1223.0	1889.0	2532.0	881.0	352.0	863.0	1388.0	898.0	274.0	2078.0	982.0	2614.0	744.0	1785.0	1061.0	699.0	662.0	846.0	1524.0	413.0	415.0	1133.0	1607.0	928.0	2003.0	1234.0	933.0	414.0	988.0	1700.0	4899.0	302.0	100083.0	1369537.0	1772819.452194
sub-NDARXV094ZHH_acq-HCP_T1w	1152.0	1081.0	1043.0	1119.0	660.0	1895.0	1049.0	1016.0	349.0	189.0	1567.0	858.0	307.0	1063.0	4134.0	6430.0	446.0	433.0	1370.0	903.0	970.0	2650.0	925.0	2144.0	2263.0	2446.0	2418.0	1481.0	1741.0	2088.0	505.0	706.0	354.0	1717.0	528.0	805.0	1438.0	2025.0	250.0	236.0	1018.0	1515.0	1294.0	1764.0	2716.0	826.0	362.0	938.0	1171.0	698.0	529.0	2113.0	1405.0	3151.0	203.0	2406.0	757.0	987.0	433.0	599.0	1815.0	434.0	458.0	1213.0	1625.0	779.0	2066.0	1255.0	1399.0	389.0	808.0	1265.0	4826.0	275.0	98245.6	1310173.0	1700998.869649
sub-NDARYD958HAX_acq-HCP_T1w	824.0	1098.0	1014.0	1114.0	650.0	1247.0	924.0	994.0	270.0	240.0	1548.0	898.0	367.0	934.0	3006.0	5333.0	550.0	543.0	1482.0	1023.0	1191.0	1769.0	939.0	1720.0	1984.0	2449.0	1914.0	1592.0	1722.0	1429.0	509.0	418.0	457.0	1508.0	642.0	755.0	1624.0	1855.0	214.0	272.0	934.0	1222.0	1028.0	1717.0	2079.0	617.0	414.0	1001.0	1480.0	549.0	294.0	1428.0	1080.0	2259.0	416.0	2122.0	805.0	741.0	670.0	730.0	1469.0	147.0	369.0	862.0	1618.0	994.0	1959.0	1169.0	805.0	494.0	397.0	1139.0	4173.0	277.0	86475.5	1249465.0	1657486.391877
sub-NDARYH603BDN_acq-HCP_T1w	874.0	1007.0	995.0	1128.0	472.0	1456.0	834.0	900.0	393.0	184.0	1347.0	1157.0	301.0	1046.0	3115.0	4743.0	496.0	545.0	1315.0	828.0	1126.0	2121.0	844.0	1719.0	1791.0	2248.0	2239.0	1425.0	1560.0	2075.0	740.0	612.0	360.0	1386.0	485.0	774.0	1710.0	2235.0	177.0	217.0	732.0	1174.0	1013.0	1939.0	1950.0	831.0	364.0	953.0	1145.0	543.0	352.0	1621.0	1064.0	1932.0	286.0	2429.0	807.0	944.0	515.0	579.0	1495.0	267.0	406.0	1049.0	1313.0	848.0	2101.0	1207.0	834.0	437.0	885.0	1341.0	4646.0	284.0	87263.3	1123198.0	1381030.676571
sub-NDARZT957CWG_acq-HCP_T1w	933.0	1209.0	782.0	1270.0	656.0	1510.0	1029.0	982.0	470.0	180.0	1361.0	870.0	269.0	824.0	3839.0	5577.0	507.0	550.0	1430.0	1069.0	1071.0	1985.0	800.0	1773.0	2004.0	1922.0	2388.0	1647.0	1574.0	1716.0	679.0	375.0	342.0	1484.0	507.0	838.0	1575.0	1981.0	209.0	214.0	734.0	1525.0	1256.0	1487.0	2260.0	836.0	440.0	990.0	1256.0	602.0	336.0	1414.0	1214.0	2569.0	192.0	2335.0	701.0	1071.0	583.0	661.0	1326.0	375.0	570.0	1085.0	1289.0	976.0	2032.0	1136.0	1021.0	612.0	761.0	1429.0	5244.0	378.0	91101.1	1297761.0	1709458.05033
sub-NDARZU401RCU_acq-HCP_T1w	773.0	1052.0	936.0	1072.0	527.0	1357.0	811.0	838.0	421.0	140.0	1276.0	889.0	185.0	477.0	3197.0	4622.0	416.0	363.0	1417.0	872.0	1456.0	1444.0	922.0	1716.0	1820.0	1928.0	1696.0	1295.0	1467.0	1544.0	502.0	567.0	321.0	1138.0	659.0	589.0	1698.0	1915.0	190.0	203.0	721.0	1172.0	1222.0	1238.0	1871.0	676.0	300.0	909.0	992.0	1039.0	354.0	1307.0	1210.0	1825.0	130.0	2166.0	689.0	1069.0	469.0	484.0	1280.0	188.0	540.0	1085.0	1526.0	902.0	1743.0	1214.0	770.0	650.0	609.0	927.0	4217.0	318.0	80517.5	1025492.0	1201467.264991
sub-NDARZZ810LVF_acq-HCP_T1w	1006.0	1143.0	1019.0	1110.0	592.0	1340.0	828.0	907.0	382.0	268.0	1815.0	1064.0	234.0	797.0	4020.0	5940.0	457.0	512.0	1613.0	1302.0	1181.0	2405.0	921.0	1700.0	1690.0	2233.0	2251.0	1548.0	1908.0	1869.0	657.0	471.0	383.0	1628.0	526.0	770.0	1781.0	1953.0	259.0	251.0	778.0	1528.0	1128.0	2208.0	2100.0	792.0	361.0	1003.0	1083.0	780.0	344.0	2053.0	1459.0	2185.0	181.0	2384.0	626.0	807.0	683.0	659.0	1422.0	477.0	425.0	1096.0	1840.0	823.0	2130.0	1331.0	908.0	378.0	747.0	1444.0	4864.0	323.0	94085.1	1308962.0	1555440.155721
sub-NDARAV519RND_acq-VNav_T1w	1043.0	917.0	1057.0	1212.0	591.0	1692.0	1099.0	1085.0	602.0	266.0	1697.0	960.0	272.0	862.0	3264.0	5566.0	534.0	523.0	1852.0	1530.0	1269.0	2478.0	1428.0	1951.0	2373.0	2507.0	3029.0	1489.0	1817.0	2390.0	769.0	543.0	367.0	1767.0	555.0	908.0	1932.0	2042.0	267.0	246.0	896.0	1732.0	1158.0	2032.0	2237.0	1164.0	434.0	1026.0	1251.0	915.0	421.0	1750.0	1180.0	2267.0	272.0	3395.0	1121.0	1616.0	542.0	782.0	1908.0	248.0	616.0	1214.0	1861.0	1139.0	2804.0	1257.0	1159.0	448.0	1125.0	1378.0	4987.0	257.0	103346.0	1320540.0	1600276.850653
